,FileName,ARCH,ASLR,DEP,Authenticode,StrongNaming,SafeSEH,ControlFlowGuard
316,C:\windows\SysWOW64\InstallShield\setupdir\040c\_setup.dll,I386,False,False,True,,False,False
317,C:\windows\SysWOW64\InstallShield\setupdir\0416\_setup.dll,I386,False,False,True,,False,False
318,C:\windows\SysWOW64\InstallShield\setupdir\0804\_setup.dll,I386,False,False,True,,False,False
319,C:\windows\SysWOW64\InstallShield\setupdir\0816\_setup.dll,I386,False,False,True,,False,False
320,C:\windows\SysWOW64\InstallShield\setupdir\0c0c\_setup.dll,I386,False,False,True,,False,False
321,C:\windows\SysWOW64\InstallShield\setup.exe,I386,False,False,True,,False,False
322,C:\windows\SysWOW64\InstallShield\_isdel.exe,I386,False,False,True,,False,False
323,C:\windows\SysWOW64\InstallShield\_setup.dll,I386,False,False,True,,False,False
349,C:\windows\SysWOW64\MUI\0409\mscorees.dll,I386,True,True,True,,,False
350,C:\windows\SysWOW64\Npcap\NpcapHelper.exe,I386,True,True,True,,True,False
351,C:\windows\SysWOW64\Npcap\Packet.dll,I386,True,True,True,,True,False
352,C:\windows\SysWOW64\Npcap\WlanHelper.exe,I386,True,True,True,,True,False
353,C:\windows\SysWOW64\Npcap\wpcap.dll,I386,True,True,True,,True,False
382,C:\windows\SysWOW64\wbem\en\Microsoft.AppV.AppVClientWmi.resources.dll,I386,True,True,True,True,,False
386,C:\windows\SysWOW64\wbem\ipmiprr.dll,I386,True,True,True,,,False
388,C:\windows\SysWOW64\wbem\Microsoft.AppV.AppVClientWmi.dll,I386,True,True,True,True,,False
417,C:\windows\SysWOW64\WindowsPowerShell\v1.0\en\powershell_ise.resources.dll,I386,True,True,True,True,,False
418,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\AppBackgroundTask\Microsoft.Windows.AppBackgroundTask.Commands.dll,I386,True,True,True,True,,False
419,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\AppvClient\en\Microsoft.AppV.AppvClientComConsumer.resources.dll,I386,True,True,True,True,,False
420,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\AppvClient\en\Microsoft.AppV.AppVClientPowerShell.resources.dll,I386,True,True,True,True,,False
421,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\AppvClient\Microsoft.AppV.AppvClientComConsumer.dll,I386,True,True,True,True,True,False
422,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\AppvClient\Microsoft.AppV.AppVClientPowerShell.dll,I386,True,True,True,True,,False
423,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\AppvClient\Microsoft.AppV.ClientProgrammability.Eventing.dll,I386,True,True,True,True,,False
424,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\BitLocker\Microsoft.BitLocker.Structures.dll,I386,True,True,True,True,,False
425,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\BitsTransfer\Microsoft.BackgroundIntelligentTransfer.Management.Interop.dll,I386,True,True,True,True,True,False
426,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\DeliveryOptimization\Microsoft.Windows.DeliveryOptimization.AdminCommands.dll,I386,True,True,True,True,,False
427,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\Dism\en\Microsoft.Dism.Powershell.Resources.dll,I386,True,True,True,False,,False
428,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\Dism\Microsoft.Dism.PowerShell.dll,I386,True,True,True,False,,False
429,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\DnsClient\dnslookup.dll,I386,True,True,True,False,,False
430,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\IISAdministration\Microsoft.IIS.PowerShell.Commands.dll,I386,True,True,True,True,,False
431,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\IISAdministration\Microsoft.Web.Administration.dll,I386,True,True,True,True,,False
432,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\MsDtc\en\Microsoft.Dtc.PowerShell.Resources.dll,I386,True,True,True,True,,False
433,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\MSMQ\Microsoft.Msmq.Activex.Interop.dll,I386,True,True,True,True,,False
434,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\MSMQ\Microsoft.Msmq.PowerShell.Commands.dll,I386,True,True,True,True,,False
435,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\MSMQ\Microsoft.Msmq.Runtime.Interop.dll,I386,True,True,True,True,True,False
436,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\NetSecurity\en\Microsoft.Windows.Firewall.Commands.Resources.dll,I386,True,True,True,True,,False
437,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\NetSecurity\Microsoft.Windows.Firewall.Commands.dll,I386,True,True,True,True,,False
438,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\Provisioning\provcmdlets.dll,I386,True,True,True,False,,False
439,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\Provisioning\provcommon.dll,I386,True,True,True,False,,False
440,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\Provisioning\provpackageapi.dll,I386,True,True,True,False,True,False
441,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\Provisioning\wiminterop.dll,I386,True,True,True,False,,False
442,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\UEV\Microsoft.Uev.Commands.dll,I386,True,True,True,False,,False
443,C:\windows\SysWOW64\WindowsPowerShell\v1.0\Modules\WindowsErrorReporting\Microsoft.WindowsErrorReporting.PowerShell.dll,I386,True,True,True,False,,False
445,C:\windows\SysWOW64\WindowsPowerShell\v1.0\powershell_ise.exe,I386,True,True,True,True,,False
446,C:\windows\SysWOW64\WindowsPowerShell\v1.0\PSEvents.dll,I386,True,True,True,,,False
447,C:\windows\SysWOW64\WindowsPowerShell\v1.0\pspluginwkr.dll,I386,True,True,True,True,True,False
448,C:\windows\SysWOW64\WindowsPowerShell\v1.0\pwrshmsg.dll,I386,True,True,True,,,False
484,C:\windows\SysWOW64\adtschema.dll,I386,True,True,True,,,False
486,C:\windows\SysWOW64\advapi32res.dll,I386,True,True,True,,,False
488,C:\windows\SysWOW64\aeevts.dll,I386,True,True,True,,,False
491,C:\windows\SysWOW64\altspace.dll,I386,True,True,True,True,,False
527,C:\windows\SysWOW64\asferror.dll,I386,True,True,True,,,False
534,C:\windows\SysWOW64\atl100.dll,I386,True,True,True,,True,False
546,C:\windows\SysWOW64\auditpolmsg.dll,I386,True,True,True,,,False
552,C:\windows\SysWOW64\AuthFWSnapin.dll,I386,True,True,True,True,,False
553,C:\windows\SysWOW64\AuthFWWizFwk.dll,I386,True,True,True,True,,False
593,C:\windows\SysWOW64\BOOTVID.DLL,I386,True,True,True,,,False
702,C:\windows\SysWOW64\Common.dll,I386,True,True,True,True,,False
711,C:\windows\SysWOW64\comres.dll,I386,True,True,True,,,False
729,C:\windows\SysWOW64\CoreMmRes.dll,I386,True,True,True,,,False
736,C:\windows\SysWOW64\Creative.UWPRPCService.exe,I386,True,True,True,,True,False
747,C:\windows\SysWOW64\crtdll.dll,I386,False,False,True,,False,False
766,C:\windows\SysWOW64\ctl3d32.dll,I386,False,False,True,,False,False
776,C:\windows\SysWOW64\D2D1Debug2.dll,I386,True,True,False,,True,False
789,C:\windows\SysWOW64\d3d11sdklayers.dll,I386,True,True,False,,True,False
790,C:\windows\SysWOW64\d3d11_1sdklayers.dll,I386,True,True,False,,True,False
791,C:\windows\SysWOW64\d3d11_2sdklayers.dll,I386,True,True,False,,True,False
806,C:\windows\SysWOW64\d3dx10_43.dll,I386,True,True,True,,True,False
807,C:\windows\SysWOW64\d3dx11_43.dll,I386,True,True,True,,True,False
808,C:\windows\SysWOW64\D3DX9_43.dll,I386,True,True,True,,True,False
895,C:\windows\SysWOW64\DMAppsRes.dll,I386,True,True,True,,,False
903,C:\windows\SysWOW64\dmdskres.dll,I386,True,True,True,,,False
904,C:\windows\SysWOW64\dmdskres2.dll,I386,True,True,True,,,False
923,C:\windows\SysWOW64\dnscmmc.dll,I386,True,True,True,True,True,False
1001,C:\windows\SysWOW64\DxToolsReportGenerator.dll,I386,True,True,True,True,,False
1052,C:\windows\SysWOW64\ETWCoreUIComponentsResources.dll,I386,True,True,True,,,False
1053,C:\windows\SysWOW64\ETWESEProviderResources.dll,I386,True,True,True,,,False
1065,C:\windows\SysWOW64\expsrv.dll,I386,False,False,True,,False,False
1069,C:\windows\SysWOW64\f3ahvoas.dll,I386,True,True,True,,,False
1132,C:\windows\SysWOW64\FXSRESM.dll,I386,True,True,True,,,False
1155,C:\windows\SysWOW64\gnsdk_fp.dll,I386,True,True,True,,True,False
1167,C:\windows\SysWOW64\HardwareAccess.dll,I386,True,True,True,True,,False
1168,C:\windows\SysWOW64\HardwareAccessInterfaces.dll,I386,True,True,True,True,,False
1169,C:\windows\SysWOW64\HardwareServiceInterfaces.dll,I386,True,True,True,True,,False
1170,C:\windows\SysWOW64\HardwareServices.dll,I386,True,True,True,True,,False
1184,C:\windows\SysWOW64\hlvdd.dll,I386,False,False,True,,False,False
1209,C:\windows\SysWOW64\ICCLib_v1.dll,I386,True,True,True,False,True,False
1210,C:\windows\SysWOW64\ICCLib_v2.dll,I386,True,True,True,False,True,False
1245,C:\windows\SysWOW64\imageres.dll,I386,True,True,True,,,False
1246,C:\windows\SysWOW64\imagesp1.dll,I386,True,True,True,,,False
1255,C:\windows\SysWOW64\INETRES.dll,I386,True,True,True,,,False
1268,C:\windows\SysWOW64\IntelBenchmarkSDK.dll,I386,True,True,True,True,,False
1269,C:\windows\SysWOW64\IntelOverclockingSDK.dll,I386,True,True,True,True,,False
1271,C:\windows\SysWOW64\Interop.IccProxy.dll,I386,True,True,True,True,,False
1272,C:\windows\SysWOW64\iologmsg.dll,I386,True,True,True,,,False
1283,C:\windows\SysWOW64\ir32_32original.dll,I386,False,False,True,,False,False
1284,C:\windows\SysWOW64\ir41_32original.dll,I386,False,False,True,,False,False
1286,C:\windows\SysWOW64\ir41_qcoriginal.dll,I386,False,False,True,,False,False
1288,C:\windows\SysWOW64\ir41_qcxoriginal.dll,I386,False,False,True,,False,False
1290,C:\windows\SysWOW64\ir50_32original.dll,I386,False,False,True,,False,False
1292,C:\windows\SysWOW64\ir50_qcoriginal.dll,I386,False,False,True,,False,False
1294,C:\windows\SysWOW64\ir50_qcxoriginal.dll,I386,False,False,True,,False,False
1317,C:\windows\SysWOW64\kbd101.DLL,I386,True,True,True,,,False
1318,C:\windows\SysWOW64\kbd101a.DLL,I386,True,True,True,,,False
1319,C:\windows\SysWOW64\kbd101b.DLL,I386,True,True,True,,,False
1320,C:\windows\SysWOW64\kbd101c.DLL,I386,True,True,True,,,False
1321,C:\windows\SysWOW64\kbd103.DLL,I386,True,True,True,,,False
1322,C:\windows\SysWOW64\kbd106.dll,I386,True,True,True,,,False
1323,C:\windows\SysWOW64\kbd106n.dll,I386,True,True,True,,,False
1333,C:\windows\SysWOW64\kbdax2.dll,I386,True,True,True,,,False
1395,C:\windows\SysWOW64\kbdibm02.DLL,I386,True,True,True,,,False
1419,C:\windows\SysWOW64\KBDJPN.DLL,I386,True,True,True,,,False
1423,C:\windows\SysWOW64\KBDKOR.DLL,I386,True,True,True,,,False
1430,C:\windows\SysWOW64\kbdlk41a.dll,I386,True,True,True,,,False
1447,C:\windows\SysWOW64\kbdnec.DLL,I386,True,True,True,,,False
1448,C:\windows\SysWOW64\kbdnec95.DLL,I386,True,True,True,,,False
1449,C:\windows\SysWOW64\kbdnecat.DLL,I386,True,True,True,,,False
1450,C:\windows\SysWOW64\kbdnecnt.DLL,I386,True,True,True,,,False
1574,C:\windows\SysWOW64\MapControlStringsRes.dll,I386,True,True,True,,,False
1583,C:\windows\SysWOW64\MBAPO232.dll,I386,True,True,True,,True,False
1603,C:\windows\SysWOW64\mfc100.dll,I386,True,True,True,,True,False
1604,C:\windows\SysWOW64\mfc100u.dll,I386,True,True,True,,True,False
1605,C:\windows\SysWOW64\mfc120.dll,I386,True,True,True,,True,False
1606,C:\windows\SysWOW64\mfc120chs.dll,I386,True,True,True,,,False
1607,C:\windows\SysWOW64\mfc120cht.dll,I386,True,True,True,,,False
1608,C:\windows\SysWOW64\mfc120deu.dll,I386,True,True,True,,,False
1609,C:\windows\SysWOW64\mfc120enu.dll,I386,True,True,True,,,False
1610,C:\windows\SysWOW64\mfc120esn.dll,I386,True,True,True,,,False
1611,C:\windows\SysWOW64\mfc120fra.dll,I386,True,True,True,,,False
1612,C:\windows\SysWOW64\mfc120ita.dll,I386,True,True,True,,,False
1613,C:\windows\SysWOW64\mfc120jpn.dll,I386,True,True,True,,,False
1614,C:\windows\SysWOW64\mfc120kor.dll,I386,True,True,True,,,False
1615,C:\windows\SysWOW64\mfc120rus.dll,I386,True,True,True,,,False
1616,C:\windows\SysWOW64\mfc120u.dll,I386,True,True,True,,True,False
1618,C:\windows\SysWOW64\mfc140chs.dll,I386,True,True,True,,,False
1619,C:\windows\SysWOW64\mfc140cht.dll,I386,True,True,True,,,False
1621,C:\windows\SysWOW64\mfc140deu.dll,I386,True,True,True,,,False
1622,C:\windows\SysWOW64\mfc140enu.dll,I386,True,True,True,,,False
1623,C:\windows\SysWOW64\mfc140esn.dll,I386,True,True,True,,,False
1624,C:\windows\SysWOW64\mfc140fra.dll,I386,True,True,True,,,False
1625,C:\windows\SysWOW64\mfc140ita.dll,I386,True,True,True,,,False
1626,C:\windows\SysWOW64\mfc140jpn.dll,I386,True,True,True,,,False
1627,C:\windows\SysWOW64\mfc140kor.dll,I386,True,True,True,,,False
1628,C:\windows\SysWOW64\mfc140rus.dll,I386,True,True,True,,,False
1631,C:\windows\SysWOW64\mfc40.dll,I386,False,False,True,,False,False
1632,C:\windows\SysWOW64\mfc40u.dll,I386,False,False,True,,False,False
1636,C:\windows\SysWOW64\mfcm100.dll,I386,True,True,True,True,True,False
1637,C:\windows\SysWOW64\mfcm100u.dll,I386,True,True,True,True,True,False
1638,C:\windows\SysWOW64\mfcm120.dll,I386,True,True,True,True,True,False
1639,C:\windows\SysWOW64\mfcm120u.dll,I386,True,True,True,True,True,False
1640,C:\windows\SysWOW64\mfcm140.dll,I386,True,True,True,True,True,False
1641,C:\windows\SysWOW64\mfcm140d.dll,I386,True,True,True,True,True,False
1642,C:\windows\SysWOW64\mfcm140u.dll,I386,True,True,True,True,True,False
1643,C:\windows\SysWOW64\mfcm140ud.dll,I386,True,True,True,True,True,False
1648,C:\windows\SysWOW64\mferror.dll,I386,True,True,True,,,False
1683,C:\windows\SysWOW64\Microsoft.Practices.Unity.dll,I386,True,True,True,True,,False
1694,C:\windows\SysWOW64\MinstoreEvents.dll,I386,True,True,True,,,False
1712,C:\windows\SysWOW64\mmres.dll,I386,True,True,True,,,False
1716,C:\windows\SysWOW64\moricons.dll,I386,True,True,True,,,False
